Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,Staff2,Comstaff1,Comstaff2,TillCode,UNIKEY
39048,01/08/2026,Milbon Treatment Add-on,LAVL01,OLGA,1,65,3.25,5.2,,100,0,,
39048,01/08/2026,Root Touch-up,LAVL01,OLGA,1,90,4.5,7.2,,100,0,,
39050,01/08/2026,Blowdry,STER02,GUMI,1,60,3,4.8,,100,0,,
39051,01/08/2026,Partial Head highlights,BUSC01,JOANNE,1,150,7.5,12,,100,0,,
39053,01/08/2026,Blowdry,JEAS01,SARAH,1,50,2.5,4,,100,0,,
39053,01/08/2026,Root Touch-up,JEAS01,SARAH,1,90,4.5,7.2,,100,0,,
39054,01/08/2026,Type 2 Haircut,GALS01,OLGA,1,90,4.5,7.2,,100,0,,
39054,01/08/2026,Root Touch-up,GALS01,OLGA,1,90,4.5,7.2,,100,0,,
39055,01/08/2026,Type 2 Haircut,WONH01,MAYUMI,1,90,4.5,7.2,,100,0,,
39056,01/08/2026,Type 1 Haircut,MOWN01,ASAMI,1,60,3,4.8,,100,0,,
39057,01/08/2026,Partial Head highlights,RUTA01,JOANNE,1,150,7.5,12,,100,0,,
39057,01/08/2026,Root Touch-up,RUTA01,JOANNE,1,90,4.5,7.2,,100,0,,
39059,01/08/2026,Blowdry,WESF01,GUMI,1,60,3,4.8,,100,0,,
39060,01/08/2026,Fringe cut,MESJ01,GUMI,1,20,1,1.6,,100,0,,
39061,01/08/2026,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
39064,01/08/2026,full head highlights,SZMA01,MAYUMI,1,170,8.5,13.6,,100,0,,
39064,01/08/2026,Toner Add-on,SZMA01,MAYUMI,1,50,2.5,4,,100,0,,
39065,01/08/2026,Vivid Color,BARP02,SARAH,1,100,5,8,,100,0,,
39065,01/08/2026,Root Touch-up(Bleach/HighLift),BARP02,SARAH,1,100,5,8,,100,0,,
39065,01/08/2026,Type 2 Haircut,BARP02,SARAH,1,90,4.5,7.2,,100,0,,
39067,01/08/2026,Partial Head highlights,HENK01,JOANNE,1,150,7.5,12,,100,0,,
39067,01/08/2026,Type 2 Haircut,HENK01,ASAMI,1,90,4.5,7.2,,100,0,,
39068,01/08/2026,Root Touch-up,LEBL01,SARAH,1,90,4.5,7.2,,100,0,,
39069,01/08/2026,Type 1 Haircut,ZHUH01,MAYUMI,1,55,2.75,4.4,,100,0,,
39071,01/09/2026,Type 2 Haircut,??A02,JJ,1,115,5.75,9.2,,100,0,,
39073,01/09/2026,Blowdry,MISL01,RYAN,1,60,3,4.8,,100,0,,
39073,01/09/2026,additonal styling,MISL01,RYAN,1,25,1.25,2,,100,0,,
39074,01/09/2026,Type 1 Haircut,RIPE01,JJ,1,80,4,6.4,,100,0,,
39075,01/09/2026,Type 2 Haircut,MATJ03,MAYUMI,1,90,4.5,7.2,,100,0,,
39076,01/09/2026,Type 2 Haircut,ROSN02,JJ,1,105,5.25,8.4,,100,0,,
39077,01/09/2026,Type 2 Haircut,WEIA01,JJ,1,125,6.25,10,,100,0,,
39078,01/09/2026,Blowdry,HILJ02,GUMI,1,60,3,4.8,,100,0,,
39078,01/09/2026,Partial Head highlights,HILJ02,SARAH,1,130,6.5,10.4,,100,0,,
39078,01/09/2026,Toner Add-on,HILJ02,SARAH,1,50,2.5,4,,100,0,,
39079,01/09/2026,Toner Add-on,FORM03,RYAN,1,50,2.5,4,,100,0,,
39079,01/09/2026,Type 2 Haircut,FORM03,RYAN,1,100,5,8,,100,0,,
39080,01/09/2026,Root Touch-up,MORC01,OLGA,1,90,4.5,7.2,,100,0,,
39081,01/09/2026,Type 2 Haircut,GANI01,MAYUMI,1,90,4.5,7.2,,100,0,,
39083,01/09/2026,Type 2 Haircut,CASH01,JJ,1,125,6.25,10,,100,0,,
39085,01/09/2026,Additional colour,HENF01,SARAH,1,25,1.25,2,,100,0,,
39085,01/09/2026,Root Touch-up,HENF01,SARAH,1,90,4.5,7.2,,100,0,,
39086,01/09/2026,flat iron G7,WALK_IN,GUMI,1,120,6,9.6,,0,0,,
39088,01/09/2026,Color full color,KIRC01,JOANNE,1,140,7,11.2,,100,0,,
39089,01/09/2026,Blowdry,HOLA02,JJ,1,55,2.75,4.4,,100,0,,
39089,01/09/2026,Root Touch-up,HOLA02,JOANNE,1,90,4.5,7.2,,100,0,,
39091,01/09/2026,Root Touch-up,TOND01,JOANNE,1,90,4.5,7.2,,100,0,,
39091,01/09/2026,Type 2 Haircut,TOND01,MAYUMI,1,90,4.5,7.2,,100,0,,
39092,01/09/2026,Consultation,GILM01,GUMI,1,0,0,0,,100,0,,
39092,01/09/2026,Smooth treat Medium 200ml,GILM01,GUMI,1,44.8,2.24,3.584,,0,0,,
39094,01/09/2026,Toner Add-on,DINL01,OLGA,1,50,2.5,4,,100,0,,
39094,01/09/2026,Metal Detox,DINL01,OLGA,1,35,1.75,2.8,,100,0,,
39094,01/09/2026,Partial Head highlights,DINL01,OLGA,1,130,6.5,10.4,,100,0,,
39095,01/09/2026,Type 2 Haircut,HOPE01,MAYUMI,1,90,4.5,7.2,,100,0,,
39096,01/09/2026,Type 2 Haircut,BRIK01,JJ,1,125,6.25,10,,100,0,,
39097,01/09/2026,camo color,SCHJ01,JJ,1,50,2.5,4,,100,0,,
39097,01/09/2026,Type 1 Haircut,SCHJ01,JJ,1,70,3.5,5.6,,100,0,,
39098,01/09/2026,Milbon Treatment Add-on,ALIP01,MAYUMI,1,65,3.25,5.2,,100,0,,
39098,01/09/2026,Blowdry,ALIP01,MAYUMI,1,55,2.75,4.4,,100,0,,
39099,01/09/2026,Root Touch-up,MUMK01,SARAH,1,90,4.5,7.2,,100,0,,
39099,01/09/2026,Type 1 Haircut,MUMK01,JJ,1,80,4,6.4,,100,0,,
39100,01/09/2026,Type 2 Haircut,MASN03,OLGA,1,90,4.5,7.2,,100,0,,
39100,01/09/2026,Consultation,MASN03,HOUSE,1,-90,-4.5,-7.2,,100,0,,
39102,01/09/2026,Blowdry,ROSB02,GUMI,1,60,3,4.8,,100,0,,
39103,01/09/2026,Type 2 Haircut,BHAA03,RYAN,1,100,5,8,,100,0,,
39104,01/09/2026,Type 1 Haircut,POOD01,JJ,1,70,3.5,5.6,,100,0,,
39105,01/09/2026,Consultation,POOD01,JJ,1,0,0,0,,100,0,,
39105,01/09/2026,Matte Paste8 60g,POOD01,JJ,1,32,1.6,2.56,,0,0,,
39107,01/10/2026,Type 1 Haircut,BRAN01,ASAMI,1,60,3,4.8,,100,0,,
39108,01/10/2026,Type 2 Haircut,MACM05,MAYUMI,1,90,4.5,7.2,,100,0,,
39109,01/10/2026,Type 2 Haircut,SPRK01,JJ,1,0,0,0,,100,0,,
39112,01/10/2026,Root Touch-up,JACD01,OLGA,1,90,4.5,7.2,,100,0,,
39113,01/10/2026,Type 1 Haircut,OHAG01,JJ,1,70,3.5,5.6,,100,0,,
39113,01/10/2026,Mibon Puff Finishing Paste 100,OHAG01,JJ,1,44.8,2.24,3.584,,0,0,,
39114,01/10/2026,Type 2 Haircut,WILS06,MAYUMI,1,90,4.5,7.2,,100,0,,
39115,01/10/2026,Blowdry,HUDS01,RYAN,1,60,3,4.8,,100,0,,
39117,01/10/2026,Type 1 Haircut,STRS01,ASAMI,1,60,3,4.8,,100,0,,
39119,01/10/2026,Type 2 Haircut,BOLA01,JJ,1,125,6.25,10,,100,0,,
39119,01/10/2026,Moisture Replenishing Tre 200g,BOLA01,JJ,1,50.4,2.52,4.032,,0,0,,
39121,01/10/2026,Blowdry,AMM*01,ASAMI,1,55,2.75,4.4,,100,0,,
39121,01/10/2026,Heat Tool Finish,AMM*01,ASAMI,1,10,0.5,0.8,,100,0,,
39121,01/10/2026,Updo,GH*01,GUMI,1,75,3.75,6,,100,0,,
39122,01/10/2026,Type 2 Haircut,LEGL01,JJ,1,125,6.25,10,,100,0,,
39123,01/10/2026,Toner Add-on,DOYN01,OLGA,1,50,2.5,4,,100,0,,
39123,01/10/2026,Partial Head highlights,DOYN01,OLGA,1,130,6.5,10.4,,100,0,,
39123,01/10/2026,Metal Detox,DOYN01,OLGA,1,35,1.75,2.8,,100,0,,
39124,01/10/2026,Additional colour,ESPL01,MAYUMI,1,25,1.25,2,,100,0,,
39124,01/10/2026,Blowdry,ESPL01,MAYUMI,1,55,2.75,4.4,,100,0,,
39124,01/10/2026,Fringe cut,ESPL01,MAYUMI,1,20,1,1.6,,100,0,,
39124,01/10/2026,Toner/gloss Stand Alone,ESPL01,MAYUMI,1,85,4.25,6.8,,100,0,,
39125,01/10/2026,Olaplex,SHU*01,JOANNE,1,35,1.75,2.8,,100,0,,
39125,01/10/2026,Type 2 Haircut,SHU*01,RYAN,1,100,5,8,,100,0,,
39125,01/10/2026,Toner Add-on,SHU*01,JOANNE,1,50,2.5,4,,100,0,,
39125,01/10/2026,Partial Head highlights,SHU*01,JOANNE,1,150,7.5,12,,100,0,,
39126,01/10/2026,Type 2 Haircut,WEBA01,MAYUMI,1,90,4.5,7.2,,100,0,,
39127,01/10/2026,Type 2 Haircut,LAFL02,JJ,1,125,6.25,10,,100,0,,
39128,01/10/2026,Blowdry,HUDM01,ASAMI,1,55,2.75,4.4,,100,0,,
39130,01/10/2026,Type 2 Haircut,RODG01,JJ,1,125,6.25,10,,100,0,,
39130,01/10/2026,Root Touch-up,RODG01,JOANNE,1,90,4.5,7.2,,100,0,,
39131,01/10/2026,Type 1 Haircut,DEVS01,RYAN,1,60,3,4.8,,100,0,,
39131,01/10/2026,camo color,DEVS01,RYAN,1,50,2.5,4,,100,0,,
39131,01/10/2026,PO Hydrate sheer sh 250ml,DEVS01,RYAN,1,45,2.25,3.6,,0,0,,
39132,01/10/2026,Fringe cut,DICK02,ASAMI,1,20,1,1.6,,100,0,,
39133,01/10/2026,Type 1 Haircut,SKIM01,MAYUMI,1,55,2.75,4.4,,100,0,,
39134,01/10/2026,Type 2 Haircut,PURH01,RYAN,1,100,5,8,,100,0,,
39134,01/10/2026,Partial Head highlights,PURH01,JOANNE,1,150,7.5,12,,100,0,,
39136,01/10/2026,Type 1 Haircut,KITC01,JJ,1,80,4,6.4,,100,0,,
39137,01/10/2026,Root Touch-up,SAND02,ASAMI,1,90,4.5,7.2,,100,0,,
39139,01/10/2026,Type 2 Haircut,CHIT01,JJ,1,125,6.25,10,,100,0,,
39140,01/10/2026,Blowdry,CHAJ04,MAYUMI,1,55,2.75,4.4,,100,0,,
39141,01/10/2026,Milbon Treatment Add-on,SHCA01,OLGA,1,65,3.25,5.2,,100,0,,
39141,01/10/2026,Type 2 Haircut,SHCA01,OLGA,1,90,4.5,7.2,,100,0,,
39141,01/10/2026,Toner Add-on,SHCA01,OLGA,1,50,2.5,4,,100,0,,
39141,01/10/2026,Balayage Full,SHCA01,OLGA,1,240,12,19.2,,100,0,,
39141,01/10/2026,M Reawaken Renewing Primer 120,SHCA01,OLGA,1,48,2.4,3.84,,0,0,,
39142,01/13/2026,Type 2 Haircut,KASJ01,JJ,1,125,6.25,10,,100,0,,
39143,01/13/2026,Type 1 Haircut,REIM01,JJ,1,80,4,6.4,,100,0,,
39144,01/13/2026,PO weightless mousse 238g,WHYL01,JJ,1,37.8,1.89,3.024,,0,0,,
39145,01/13/2026,Type 1 Haircut,JOYK01,ASAMI,1,60,3,4.8,,100,0,,
39146,01/13/2026,Toner/gloss Stand Alone,BAUL01,MAYUMI,1,85,4.25,6.8,,100,0,,
39146,01/13/2026,Type 2 Haircut,BAUL01,MAYUMI,1,90,4.5,7.2,,100,0,,
39148,01/13/2026,full head highlights,MICM02,OLGA,1,170,8.5,13.6,,100,0,,
39149,01/13/2026,Type 2 Haircut,JOHL01,RYAN,1,100,5,8,,100,0,,
39149,01/13/2026,PO weightless mousse 238g,JOHL01,RYAN,1,37.8,1.89,3.024,,0,0,,
39150,01/13/2026,Type 2 Haircut,TAYB01,JJ,1,125,6.25,10,,100,0,,
39151,01/13/2026,Root Touch-up,CHIM04,JOANNE,1,90,4.5,7.2,,100,0,,
39151,01/13/2026,Blowdry,CHIM04,RYAN,1,60,3,4.8,,100,0,,
39152,01/13/2026,Type 2 Haircut,BRES01,JJ,1,112.5,5.625,9,,100,0,,
39153,01/13/2026,Root Touch-up,GORS01,SARAH,1,90,4.5,7.2,,100,0,,
39154,01/13/2026,Type 2 Haircut,LEVL01,JJ,1,115,5.75,9.2,,100,0,,
39155,01/13/2026,Type 2 Haircut,EZIR01,JJ,1,115,5.75,9.2,,100,0,,
39157,01/13/2026,Type 1 Haircut,POLJ01,ASAMI,1,60,3,4.8,,100,0,,
39158,01/13/2026,Type 2 Haircut,WEEJ01,JJ,1,125,6.25,10,,100,0,,
39159,01/13/2026,Type 1 Haircut,MINN01,ASAMI,1,40,2,3.2,,100,0,,
39160,01/13/2026,Type 2 Haircut,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
39160,01/13/2026,Olaplex,BRAN03,OLGA,1,35,1.75,2.8,,100,0,,
39160,01/13/2026,Root Touch-up,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
39161,01/13/2026,Type 2 Haircut,ROBA02,JJ,1,125,6.25,10,,100,0,,
39162,01/13/2026,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
39163,01/13/2026,Type 2 Haircut,ROSO01,JJ,1,125,6.25,10,,100,0,,
39164,01/13/2026,Type 2 Haircut,STEM08,MAYUMI,1,90,4.5,7.2,,100,0,,
39165,01/13/2026,Type 2 Haircut,KEEJ01,RYAN,1,100,5,8,,100,0,,
39166,01/14/2026,Type 2 Haircut,COOE01,JJ,1,100,5,8,,100,0,,
39167,01/14/2026,Type 2 Haircut,AINS01,JJ,1,125,6.25,10,,100,0,,
39168,01/14/2026,Type 1 Haircut,BELM03,ASAMI,1,60,3,4.8,,100,0,,
39169,01/14/2026,Hair extensions,YOUK01,SARAH,1,60,3,4.8,,100,0,,
39169,01/14/2026,Type 2 Haircut,YOUK01,SARAH,1,90,4.5,7.2,,100,0,,
39169,01/14/2026,Toner Add-on,YOUK01,SARAH,1,50,2.5,4,,100,0,,
39169,01/14/2026,full head highlights,YOUK01,SARAH,1,170,8.5,13.6,,100,0,,
39169,01/14/2026,Hair extensions,YOUK01,SARAH,1,40,2,3.2,,100,0,,
39170,01/14/2026,camo color,STOA01,JJ,1,37.5,1.875,3,,100,0,,
39170,01/14/2026,Type 1 Haircut,STOA01,JJ,1,60,3,4.8,,100,0,,
39171,01/14/2026,Type 1 Haircut,BOWM01,JJ,1,80,4,6.4,,100,0,,
39172,01/14/2026,Root Touch-up,HAIE01,SARAH,1,90,4.5,7.2,,100,0,,
39172,01/14/2026,Blowdry,HAIE01,ASAMI,1,55,2.75,4.4,,100,0,,
39173,01/14/2026,Blowdry,STER02,GUMI,1,60,3,4.8,,100,0,,
39174,01/14/2026,Blowdry,GLON01,RYAN,1,60,3,4.8,,100,0,,
39174,01/14/2026,Color full color,GLON01,JOANNE,1,140,7,11.2,,100,0,,
39175,01/14/2026,Type 2 Haircut,ROSL01,JJ,1,125,6.25,10,,100,0,,
39176,01/14/2026,Blowdry,GRIF01,JJ,1,70,3.5,5.6,,100,0,,
39177,01/14/2026,Type 2 Haircut,KOLT02,JJ,1,125,6.25,10,,100,0,,
39178,01/14/2026,Type 2 Haircut,MORM02,SARAH,1,90,4.5,7.2,,100,0,,
39178,01/14/2026,Root Touch-up,MORM02,SARAH,1,90,4.5,7.2,,100,0,,
39179,01/14/2026,MK HairBotox without homecare,MICM02,OLGA,1,350,17.5,28,,100,0,,
39179,01/14/2026,MK replenishing Sh 300ml,MICM02,OLGA,1,34.11,1.7055,2.7288,,0,0,,
39179,01/14/2026,MK Hydro Mist 75ml,MICM02,OLGA,1,23.31,1.1655,1.8648,,0,0,,
39180,01/14/2026,Blow dry bundle 5+1,WONM02,HOUSE,1,325,16.25,26,,100,0,,
39181,01/14/2026,Type 2 Haircut,JODE01,RYAN,1,100,5,8,,100,0,,
39182,01/14/2026,Type 2 Haircut,LAMA01,JJ,1,125,6.25,10,,100,0,,
39182,01/14/2026,Anti-Frizz Oil 120ml,LAMA01,JJ,1,44.8,2.24,3.584,,0,0,,
39182,01/14/2026,misc retail,LAMA01,JJ,1,16,0.8,1.28,,0,0,,
39184,01/14/2026,Type 1 Haircut,ARB*01,OLGA,1,55,2.75,4.4,,100,0,,
39186,01/14/2026,Type 2 Haircut,MARB02,ASAMI,1,90,4.5,7.2,,100,0,,
39187,01/14/2026,Blowdry,SRIS01,GUMI,1,60,3,4.8,,100,0,,
39189,01/14/2026,Type 2 Haircut,MALK01,JJ,1,125,6.25,10,,100,0,,
39190,01/14/2026,Type 1 Haircut,ROGD01,JJ,1,80,4,6.4,,100,0,,
39191,01/15/2026,Type 2 Haircut,WAIS01,JJ,1,100,5,8,,100,0,,
39193,01/15/2026,Type 2 Haircut,JUNL01,JJ,1,125,6.25,10,,100,0,,
39194,01/15/2026,Type 1 Haircut,FLAD01,ASAMI,1,60,3,4.8,,100,0,,
39196,01/15/2026,Type 2 Haircut,FLAS01,JJ,1,125,6.25,10,,100,0,,
39196,01/15/2026,Color full color,FLAS01,JOANNE,1,140,7,11.2,,100,0,,
39197,01/15/2026,Type 1 Haircut,LYPN01,JJ,1,80,4,6.4,,100,0,,
39198,01/15/2026,Type 2 Haircut,OREI01,MAYUMI,1,90,4.5,7.2,,100,0,,
39200,01/15/2026,Root Touch-up,SCOP01,JOANNE,1,90,4.5,7.2,,100,0,,
39200,01/15/2026,Type 2 Haircut,SCOP01,JJ,1,125,6.25,10,,100,0,,
39201,01/15/2026,Blowdry,GORS05,MAYUMI,1,55,2.75,4.4,,100,0,,
39201,01/15/2026,Root Touch-up,GORS05,GUMI,1,90,4.5,7.2,,100,0,,
39202,01/15/2026,Type 1 Haircut,AUCB01,JJ,1,80,4,6.4,,100,0,,
39203,01/15/2026,Type 2 Haircut,GOLG02,JJ,1,125,6.25,10,,100,0,,
39204,01/15/2026,Type 1 Haircut,GREE03,ASAMI,1,60,3,4.8,,100,0,,
39205,01/15/2026,Type 2 Haircut,ADAA01,GUMI,1,100,5,8,,100,0,,
39206,01/15/2026,Type 1 Haircut,MILM03,JJ,1,80,4,6.4,,100,0,,
39207,01/15/2026,Type 2 Haircut,HENS03,MAYUMI,1,90,4.5,7.2,,100,0,,
39207,01/15/2026,Toner Add-on,HENS03,MAYUMI,1,50,2.5,4,,100,0,,
39207,01/15/2026,Balayage Touch-up,HENS03,MAYUMI,1,190,9.5,15.2,,100,0,,
39208,01/16/2026,Type 1 Haircut,GALB01,JJ,1,70,3.5,5.6,,100,0,,
39209,01/16/2026,Type 1 Haircut,VEND01,JJ,1,80,4,6.4,,100,0,,
39210,01/16/2026,Type 1 Haircut,WAX*01,JJ,1,80,4,6.4,,100,0,,
39210,01/16/2026,Smooth treat Medium 200ml,WAX*01,JJ,1,50.4,2.52,4.032,,0,0,,
39211,01/16/2026,Root Touch-up,KLOJ01,OLGA,1,90,4.5,7.2,,100,0,,
39211,01/16/2026,Type 2 Haircut,KLOJ01,JJ,1,125,6.25,10,,100,0,,
39212,01/16/2026,Root Touch-up,MALS05,MAYUMI,1,90,4.5,7.2,,100,0,,
39212,01/16/2026,Type 2 Haircut,MALS05,MAYUMI,1,90,4.5,7.2,,100,0,,
39213,01/16/2026,camo color,GILM01,OLGA,1,50,2.5,4,,100,0,,
39214,01/16/2026,Type 2 Haircut,MACV01,JJ,1,125,6.25,10,,100,0,,
39215,01/16/2026,Type 2 Haircut,REIJ02,MAYUMI,1,90,4.5,7.2,,100,0,,
39216,01/16/2026,Type 1 Haircut,MARS05,OLGA,1,55,2.75,4.4,,100,0,,
39217,01/16/2026,Root Touch-up,HARE02,JOANNE,1,90,4.5,7.2,,100,0,,
39218,01/16/2026,Blowdry,LEAJ01,JJ,1,70,3.5,5.6,,100,0,,
39218,01/16/2026,Color full color,LEAJ01,JOANNE,1,140,7,11.2,,100,0,,
39218,01/16/2026,Milbon Treatment Add-on,LEAJ01,RYAN,1,65,3.25,5.2,,100,0,,
39219,01/16/2026,Type 1 Haircut,INGJ01,MAYUMI,1,55,2.75,4.4,,100,0,,
39220,01/16/2026,Type 1 Haircut,GGAJ01,MAYUMI,1,55,2.75,4.4,,100,0,,
39221,01/16/2026,Type 2 Haircut,RAHR01,JJ,1,0,0,0,,100,0,,
39221,01/16/2026,Consultation,RAHR01,HOUSE,1,0,0,0,,100,0,,
39222,01/16/2026,Partial Head highlights,TOGP01,JOANNE,1,150,7.5,12,,100,0,,
39222,01/16/2026,Toner Add-on,TOGP01,JOANNE,1,50,2.5,4,,100,0,,
39223,01/16/2026,Type 1 Haircut,AITS01,JJ,1,80,4,6.4,,100,0,,
39225,01/16/2026,Type 2 Haircut,HILE01,JJ,1,125,6.25,10,,100,0,,
39226,03/04/2026,Root Touch-up,COLC02,OLGA,1,90,4.5,7.2,,100,0,,
39226,03/04/2026,Type 2 Haircut,COLC02,OLGA,1,90,4.5,7.2,,100,0,,
39227,01/16/2026,Additional colour,CASH01,JOANNE,1,25,1.25,2,,100,0,,
39227,01/16/2026,Root Touch-up,CASH01,JOANNE,1,90,4.5,7.2,,100,0,,
39228,01/16/2026,Type 1 Haircut,FONN01,JJ,1,80,4,6.4,,100,0,,
39229,01/17/2026,Type 1 Haircut,SINW01,MAYUMI,1,55,2.75,4.4,,100,0,,
39230,01/17/2026,Type 2 Haircut,SMIN01,JJ,1,125,6.25,10,,100,0,,
39231,01/17/2026,Color full color,VANK02,SARAH,1,140,7,11.2,,100,0,,
39231,01/17/2026,Type 2 Haircut,VANK02,ASAMI,1,90,4.5,7.2,,100,0,,
39232,01/17/2026,Type 1 Haircut,GRET01,JJ,1,80,4,6.4,,100,0,,
39233,01/17/2026,Type 2 Haircut,FREJ02,MAYUMI,1,90,4.5,7.2,,100,0,,
39234,01/17/2026,Blowdry,LEEA01,GUMI,1,60,3,4.8,,100,0,,
39235,01/17/2026,TA Pli 190ml,WALK_IN,RYAN,2,66.6,3.33,5.328,,0,0,,
39236,01/17/2026,Type 1 Haircut,MACG01,JJ,1,80,4,6.4,,100,0,,
39238,01/17/2026,Type 2 Haircut,TOML01,ASAMI,1,90,4.5,7.2,,100,0,,
39239,01/17/2026,Type 2 Haircut,WOLJ01,GUMI,1,100,5,8,,100,0,,
39240,01/17/2026,Additional colour,BROT01,SARAH,1,25,1.25,2,,100,0,,
39240,01/17/2026,Toner Add-on,BROT01,SARAH,1,50,2.5,4,,100,0,,
39240,01/17/2026,Partial Head highlights,BROT01,SARAH,1,130,6.5,10.4,,100,0,,
39240,01/17/2026,Root Touch-up,BROT01,SARAH,1,90,4.5,7.2,,100,0,,
39241,01/17/2026,Additional colour,MICM02,OLGA,1,25,1.25,2,,100,0,,
39241,01/17/2026,Type 2 Haircut,MICM02,JJ,1,125,6.25,10,,100,0,,
39241,01/17/2026,Toner Add-on,MICM02,OLGA,1,50,2.5,4,,100,0,,
39241,01/17/2026,Root Touch-up,MICM02,OLGA,1,90,4.5,7.2,,100,0,,
39242,01/17/2026,Type 2 Haircut,RAOS01,MAYUMI,1,90,4.5,7.2,,100,0,,
39242,01/17/2026,Root Touch-up,RAOS01,MAYUMI,1,90,4.5,7.2,,100,0,,
39243,01/17/2026,Type 1 Haircut,LIUJ01,ASAMI,1,40,2,3.2,,100,0,,
39243,01/17/2026,Consultation,LIUJ01,HOUSE,1,-40,-2,-3.2,,100,0,,
39244,01/17/2026,Heat Tool Finish,GOOL02,RYAN,1,10,0.5,0.8,,100,0,,
39244,01/17/2026,Blowdry,GOOL02,RYAN,1,60,3,4.8,,100,0,,
39245,01/17/2026,Type 1 Haircut,JUNW01,JJ,1,80,4,6.4,,100,0,,
39246,01/17/2026,Root Touch-up,PAIK01,SARAH,1,90,4.5,7.2,,100,0,,
39247,01/17/2026,Blowdry,DISJ01,ASAMI,1,55,2.75,4.4,,100,0,,
39247,01/17/2026,Root Touch-up,DISJ01,SARAH,1,90,4.5,7.2,,100,0,,
39248,01/17/2026,Type 2 Haircut,COLJ02,JJ,1,125,6.25,10,,100,0,,
39249,01/17/2026,Type 2 Haircut,HN01,GUMI,1,100,5,8,,100,0,,
39249,01/17/2026,Root Touch-up,HN01,OLGA,1,90,4.5,7.2,,100,0,,
39250,01/17/2026,Blowdry,HOLA02,JJ,1,55,2.75,4.4,,100,0,,
39251,01/17/2026,Root Touch-up,SHIJ06,MAYUMI,1,90,4.5,7.2,,100,0,,
39251,01/17/2026,Type 2 Haircut,SHIJ06,MAYUMI,1,90,4.5,7.2,,100,0,,
39253,01/17/2026,Type 1 Haircut,SPEJ03,JJ,1,80,4,6.4,,100,0,,
39253,01/17/2026,SA densifying Sh 500ml,SPEJ03,JJ,1,44,2.2,3.52,,0,0,,
39254,01/17/2026,Type 2 Haircut,GILE01,RYAN,1,100,5,8,,100,0,,
39254,01/17/2026,PO hydrate sheer con 250ml,GILE01,RYAN,1,50,2.5,4,,0,0,,
39255,01/17/2026,Type 2 Haircut,LIUN01,ASAMI,1,80,4,6.4,,100,0,,
39256,01/17/2026,Type 1 Haircut,LIUA01,ASAMI,1,50,2.5,4,,100,0,,
39256,01/17/2026,perm,LIUA01,ASAMI,1,110,5.5,8.8,,100,0,,
39257,01/17/2026,MK Hair Botox with home care,DALC01,SARAH,1,400,20,32,,100,0,,
39257,01/17/2026,MK replenishing Con 300ml,DALC01,SARAH,1,0,0,0,,0,0,,
39257,01/17/2026,MK replenishing Sh 300ml,DALC01,SARAH,1,0,0,0,,0,0,,
39258,01/17/2026,Type 1 Haircut,COLJ01,JJ,1,80,4,6.4,,100,0,,
39259,01/17/2026,Type 2 Haircut,LOVM01,GUMI,1,100,5,8,,100,0,,
39260,01/20/2026,Additional colour,BENC01,JOANNE,1,25,1.25,2,,100,0,,
39260,01/20/2026,Root Touch-up,BENC01,JOANNE,1,90,4.5,7.2,,100,0,,
39261,01/20/2026,Color full color,MOIB01,JOANNE,1,140,7,11.2,,100,0,,
39262,01/20/2026,Type 2 Haircut,DROS01,MAYUMI,1,90,4.5,7.2,,100,0,,
39263,01/20/2026,Root Touch-up,SIDA01,SARAH,1,90,4.5,7.2,,100,0,,
39263,01/20/2026,Type 1 Haircut,SIDA01,GUMI,1,60,3,4.8,,100,0,,
39264,01/20/2026,Root Touch-up,PALA01,OLGA,1,90,4.5,7.2,,100,0,,
39265,01/20/2026,Type 2 Haircut,BAIA02,ASAMI,1,90,4.5,7.2,,100,0,,
39266,01/20/2026,Root Touch-up,STES01,JOANNE,1,90,4.5,7.2,,100,0,,
39266,01/20/2026,Blowdry,STES01,RYAN,1,60,3,4.8,,100,0,,
39267,01/20/2026,Root Touch-up,JOHP01,OLGA,1,90,4.5,7.2,,100,0,,
39268,01/20/2026,Toner Add-on,LUKM03,SARAH,1,50,2.5,4,,100,0,,
39268,01/20/2026,Root Touch-up,LUKM03,SARAH,1,90,4.5,7.2,,100,0,,
39268,01/20/2026,Balayage Touch-up,LUKM03,SARAH,1,190,9.5,15.2,,100,0,,
39269,01/20/2026,Type 2 Haircut,MALM01,OLGA,1,75,3.75,6,,100,0,,
39269,01/20/2026,Consultation,MALM01,HOUSE,1,-75,-3.75,-6,,100,0,,
39270,01/20/2026,Blowdry,WONM02,GUMI,1,60,3,4.8,,100,0,,
39271,01/20/2026,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
39273,01/21/2026,Smooth Sh Fine 200ml,WALK_IN,ASAMI,1,36,1.8,2.88,,0,0,,
39273,01/21/2026,Smooth treat Fine 200g,WALK_IN,ASAMI,1,50.4,2.52,4.032,,0,0,,
39274,01/21/2026,Root Touch-up,SILI01,SARAH,1,90,4.5,7.2,,100,0,,
